Week_end,Indicator,High_industry,Value
2020-12-20,Weekly earnings - upper quartile - 6 days,C Services,1153.8
2020-12-20,Weekly earnings - upper quartile - 6 days,Z No Match,809.67
2020-12-20,Weekly earnings - lower quartile - 6 days,Total,593.32
2020-12-20,Weekly earnings - lower quartile - 6 days,A Primary,533.83
2020-12-20,Weekly earnings - lower quartile - 6 days,B Goods Producing,880
2020-12-20,Weekly earnings - lower quartile - 6 days,C Services,491.96
2020-12-20,Weekly earnings - lower quartile - 6 days,Z No Match,355.49
2020-12-27,Number of paid jobs - 6 days,Total,780160
2020-12-27,Number of paid jobs - 6 days,A Primary,39240
2020-12-27,Number of paid jobs - 6 days,B Goods Producing,240590
2020-12-27,Number of paid jobs - 6 days,C Services,461860
2020-12-27,Number of paid jobs - 6 days,Z No Match,38470
2020-12-27,Weekly earnings - median - 6 days,Total,894.96
2020-12-27,Weekly earnings - median - 6 days,A Primary,814.88
2020-12-27,Weekly earnings - median - 6 days,B Goods Producing,1080.27
2020-12-27,Weekly earnings - median - 6 days,C Services,844.7
2020-12-27,Weekly earnings - median - 6 days,Z No Match,259.2
2020-12-27,Weekly earnings - upper quartile - 6 days,Total,1220
2020-12-27,Weekly earnings - upper quartile - 6 days,A Primary,1138.27
2020-12-27,Weekly earnings - upper quartile - 6 days,B Goods Producing,1427.1
2020-12-27,Weekly earnings - upper quartile - 6 days,C Services,1143
2020-12-27,Weekly earnings - upper quartile - 6 days,Z No Match,419.31
2020-12-27,Weekly earnings - lower quartile - 6 days,Total,530.98
2020-12-27,Weekly earnings - lower quartile - 6 days,A Primary,445.71
2020-12-27,Weekly earnings - lower quartile - 6 days,B Goods Producing,811.79
2020-12-27,Weekly earnings - lower quartile - 6 days,C Services,500
2020-12-27,Weekly earnings - lower quartile - 6 days,Z No Match,138.03
2021-01-03,Number of paid jobs - 6 days,Total,784780
2021-01-03,Number of paid jobs - 6 days,A Primary,36720
2021-01-03,Number of paid jobs - 6 days,B Goods Producing,239380
2021-01-03,Number of paid jobs - 6 days,C Services,469100
2021-01-03,Number of paid jobs - 6 days,Z No Match,39590
2021-01-03,Weekly earnings - median - 6 days,Total,920.1
2021-01-03,Weekly earnings - median - 6 days,A Primary,863.46
2021-01-03,Weekly earnings - median - 6 days,B Goods Producing,1074.75
2021-01-03,Weekly earnings - median - 6 days,C Services,867.2
2021-01-03,Weekly earnings - median - 6 days,Z No Match,698.62
2021-01-03,Weekly earnings - upper quartile - 6 days,Total,1236.26
2021-01-03,Weekly earnings - upper quartile - 6 days,A Primary,1164.57
2021-01-03,Weekly earnings - upper quartile - 6 days,B Goods Producing,1399.3
2021-01-03,Weekly earnings - upper quartile - 6 days,C Services,1160.7
2021-01-03,Weekly earnings - upper quartile - 6 days,Z No Match,966.22
2021-01-03,Weekly earnings - lower quartile - 6 days,Total,599.33
2021-01-03,Weekly earnings - lower quartile - 6 days,A Primary,508.34
2021-01-03,Weekly earnings - lower quartile - 6 days,B Goods Producing,800
2021-01-03,Weekly earnings - lower quartile - 6 days,C Services,521.63
2021-01-03,Weekly earnings - lower quartile - 6 days,Z No Match,554.39
2021-01-10,Number of paid jobs - 6 days,Total,819470
2021-01-10,Number of paid jobs - 6 days,A Primary,41760
2021-01-10,Number of paid jobs - 6 days,B Goods Producing,252780
2021-01-10,Number of paid jobs - 6 days,C Services,484450
2021-01-10,Number of paid jobs - 6 days,Z No Match,40480
2021-01-10,Weekly earnings - median - 6 days,Total,900
2021-01-10,Weekly earnings - median - 6 days,A Primary,850.5
2021-01-10,Weekly earnings - median - 6 days,B Goods Producing,1088.58
2021-01-10,Weekly earnings - median - 6 days,C Services,829.59
2021-01-10,Weekly earnings - median - 6 days,Z No Match,685
2021-01-10,Weekly earnings - upper quartile - 6 days,Total,1224
2021-01-10,Weekly earnings - upper quartile - 6 days,A Primary,1162.03
2021-01-10,Weekly earnings - upper quartile - 6 days,B Goods Producing,1421.5
2021-01-10,Weekly earnings - upper quartile - 6 days,C Services,1122.54
2021-01-10,Weekly earnings - upper quartile - 6 days,Z No Match,956.38
2021-01-10,Weekly earnings - lower quartile - 6 days,Total,580.07
2021-01-10,Weekly earnings - lower quartile - 6 days,A Primary,511.79
2021-01-10,Weekly earnings - lower quartile - 6 days,B Goods Producing,811.59
2021-01-10,Weekly earnings - lower quartile - 6 days,C Services,490.08
2021-01-10,Weekly earnings - lower quartile - 6 days,Z No Match,521.83
2021-01-17,Number of paid jobs - 6 days,Total,845620
2021-01-17,Number of paid jobs - 6 days,A Primary,43520
2021-01-17,Number of paid jobs - 6 days,B Goods Producing,262140
2021-01-17,Number of paid jobs - 6 days,C Services,499210
2021-01-17,Number of paid jobs - 6 days,Z No Match,40740
2021-01-17,Weekly earnings - median - 6 days,Total,903.05
2021-01-17,Weekly earnings - median - 6 days,A Primary,884.62
2021-01-17,Weekly earnings - median - 6 days,B Goods Producing,1100
2021-01-17,Weekly earnings - median - 6 days,C Services,822.96
2021-01-17,Weekly earnings - median - 6 days,Z No Match,681.13
2021-01-17,Weekly earnings - upper quartile - 6 days,Total,1224.67
2021-01-17,Weekly earnings - upper quartile - 6 days,A Primary,1188.54
2021-01-17,Weekly earnings - upper quartile - 6 days,B Goods Producing,1429.36
2021-01-17,Weekly earnings - upper quartile - 6 days,C Services,1111.56
2021-01-17,Weekly earnings - upper quartile - 6 days,Z No Match,951.17
2021-01-17,Weekly earnings - lower quartile - 6 days,Total,600
2021-01-17,Weekly earnings - lower quartile - 6 days,A Primary,579.33
2021-01-17,Weekly earnings - lower quartile - 6 days,B Goods Producing,840
2021-01-17,Weekly earnings - lower quartile - 6 days,C Services,491.4
2021-01-17,Weekly earnings - lower quartile - 6 days,Z No Match,513.38
2021-01-24,Number of paid jobs - 6 days,Total,848050
2021-01-24,Number of paid jobs - 6 days,A Primary,43070
2021-01-24,Number of paid jobs - 6 days,B Goods Producing,264610
2021-01-24,Number of paid jobs - 6 days,C Services,499530
2021-01-24,Number of paid jobs - 6 days,Z No Match,40850
2021-01-24,Weekly earnings - median - 6 days,Total,904.91
2021-01-24,Weekly earnings - median - 6 days,A Primary,850.5
2021-01-24,Weekly earnings - median - 6 days,B Goods Producing,1103.86
2021-01-24,Weekly earnings - median - 6 days,C Services,822.8
2021-01-24,Weekly earnings - median - 6 days,Z No Match,683.6
2021-01-24,Weekly earnings - upper quartile - 6 days,Total,1223.75
2021-01-24,Weekly earnings - upper quartile - 6 days,A Primary,1143.98
2021-01-24,Weekly earnings - upper quartile - 6 days,B Goods Producing,1430
2021-01-24,Weekly earnings - upper quartile - 6 days,C Services,1111.5
2021-01-24,Weekly earnings - upper quartile - 6 days,Z No Match,951.85
2021-01-24,Weekly earnings - lower quartile - 6 days,Total,600
2021-01-24,Weekly earnings - lower quartile - 6 days,A Primary,545.36
2021-01-24,Weekly earnings - lower quartile - 6 days,B Goods Producing,850
2021-01-24,Weekly earnings - lower quartile - 6 days,C Services,487.2
2021-01-24,Weekly earnings - lower quartile - 6 days,Z No Match,516.01
2021-01-31,Number of paid jobs - 6 days,Total,807790
2021-01-31,Number of paid jobs - 6 days,A Primary,39880
2021-01-31,Number of paid jobs - 6 days,B Goods Producing,251580
2021-01-31,Number of paid jobs - 6 days,C Services,475600
2021-01-31,Number of paid jobs - 6 days,Z No Match,40730
2021-01-31,Weekly earnings - median - 6 days,Total,893.94
2021-01-31,Weekly earnings - median - 6 days,A Primary,839.46
2021-01-31,Weekly earnings - median - 6 days,B Goods Producing,1087.36
2021-01-31,Weekly earnings - median - 6 days,C Services,819.72
2021-01-31,Weekly earnings - median - 6 days,Z No Match,604.8
2021-01-31,Weekly earnings - upper quartile - 6 days,Total,1216.19
2021-01-31,Weekly earnings - upper quartile - 6 days,A Primary,1147.95
2021-01-31,Weekly earnings - upper quartile - 6 days,B Goods Producing,1416.86
2021-01-31,Weekly earnings - upper quartile - 6 days,C Services,1115.38
2021-01-31,Weekly earnings - upper quartile - 6 days,Z No Match,875.12
2021-01-31,Weekly earnings - lower quartile - 6 days,Total,567.86
2021-01-31,Weekly earnings - lower quartile - 6 days,A Primary,515.35
2021-01-31,Weekly earnings - lower quartile - 6 days,B Goods Producing,826.79
2021-01-31,Weekly earnings - lower quartile - 6 days,C Services,469.48
2021-01-31,Weekly earnings - lower quartile - 6 days,Z No Match,410.94
2021-02-07,Number of paid jobs - 6 days,Total,855380
2021-02-07,Number of paid jobs - 6 days,A Primary,40870
2021-02-07,Number of paid jobs - 6 days,B Goods Producing,268170
2021-02-07,Number of paid jobs - 6 days,C Services,506480
2021-02-07,Number of paid jobs - 6 days,Z No Match,39850
2021-02-07,Weekly earnings - median - 6 days,Total,922.4
2021-02-07,Weekly earnings - median - 6 days,A Primary,875
2021-02-07,Weekly earnings - median - 6 days,B Goods Producing,1105
2021-02-07,Weekly earnings - median - 6 days,C Services,851
2021-02-07,Weekly earnings - median - 6 days,Z No Match,537.75
2021-02-07,Weekly earnings - upper quartile - 6 days,Total,1240.81
2021-02-07,Weekly earnings - upper quartile - 6 days,A Primary,1194.93
2021-02-07,Weekly earnings - upper quartile - 6 days,B Goods Producing,1415.19
2021-02-07,Weekly earnings - upper quartile - 6 days,C Services,1151.9
2021-02-07,Weekly earnings - upper quartile - 6 days,Z No Match,793.97
2021-02-07,Weekly earnings - lower quartile - 6 days,Total,595.35
2021-02-07,Weekly earnings - lower quartile - 6 days,A Primary,550.47
2021-02-07,Weekly earnings - lower quartile - 6 days,B Goods Producing,855.46
2021-02-07,Weekly earnings - lower quartile - 6 days,C Services,500
2021-02-07,Weekly earnings - lower quartile - 6 days,Z No Match,259.2
2021-02-14,Number of paid jobs - 6 days,Total,850680
2021-02-14,Number of paid jobs - 6 days,A Primary,39600
2021-02-14,Number of paid jobs - 6 days,B Goods Producing,269110
2021-02-14,Number of paid jobs - 6 days,C Services,503830
2021-02-14,Number of paid jobs - 6 days,Z No Match,38140
2021-02-14,Weekly earnings - median - 6 days,Total,906.68
2021-02-14,Weekly earnings - median - 6 days,A Primary,851.16
2021-02-14,Weekly earnings - median - 6 days,B Goods Producing,1120
2021-02-14,Weekly earnings - median - 6 days,C Services,832
2021-02-14,Weekly earnings - median - 6 days,Z No Match,337.5
2021-02-14,Weekly earnings - upper quartile - 6 days,Total,1237.46
2021-02-14,Weekly earnings - upper quartile - 6 days,A Primary,1170.26
2021-02-14,Weekly earnings - upper quartile - 6 days,B Goods Producing,1445.35
2021-02-14,Weekly earnings - upper quartile - 6 days,C Services,1126.48
2021-02-14,Weekly earnings - upper quartile - 6 days,Z No Match,516.05
2021-02-14,Weekly earnings - lower quartile - 6 days,Total,556
2021-02-14,Weekly earnings - lower quartile - 6 days,A Primary,515.84
2021-02-14,Weekly earnings - lower quartile - 6 days,B Goods Producing,858.69
2021-02-14,Weekly earnings - lower quartile - 6 days,C Services,479.59
2021-02-14,Weekly earnings - lower quartile - 6 days,Z No Match,195.69
2021-02-21,Number of paid jobs - 6 days,Total,841930
2021-02-21,Number of paid jobs - 6 days,A Primary,39570
2021-02-21,Number of paid jobs - 6 days,B Goods Producing,268840
2021-02-21,Number of paid jobs - 6 days,C Services,500500
2021-02-21,Number of paid jobs - 6 days,Z No Match,33010
2021-02-21,Weekly earnings - median - 6 days,Total,905.58
2021-02-21,Weekly earnings - median - 6 days,A Primary,865
2021-02-21,Weekly earnings - median - 6 days,B Goods Producing,1115.37
2021-02-21,Weekly earnings - median - 6 days,C Services,820
2021-02-21,Weekly earnings - median - 6 days,Z No Match,438.24
2021-02-21,Weekly earnings - upper quartile - 6 days,Total,1233.24
2021-02-21,Weekly earnings - upper quartile - 6 days,A Primary,1180.18
2021-02-21,Weekly earnings - upper quartile - 6 days,B Goods Producing,1440.07
2021-02-21,Weekly earnings - upper quartile - 6 days,C Services,1115.62
2021-02-21,Weekly earnings - upper quartile - 6 days,Z No Match,711.18
2021-02-21,Weekly earnings - lower quartile - 6 days,Total,567
2021-02-21,Weekly earnings - lower quartile - 6 days,A Primary,531.84
2021-02-21,Weekly earnings - lower quartile - 6 days,B Goods Producing,855.23
2021-02-21,Weekly earnings - lower quartile - 6 days,C Services,461.7
2021-02-21,Weekly earnings - lower quartile - 6 days,Z No Match,230.53
2021-02-28,Number of paid jobs - 6 days,Total,857600
2021-02-28,Number of paid jobs - 6 days,A Primary,40540
2021-02-28,Number of paid jobs - 6 days,B Goods Producing,268930
2021-02-28,Number of paid jobs - 6 days,C Services,506950
2021-02-28,Number of paid jobs - 6 days,Z No Match,41170
2021-02-28,Weekly earnings - median - 6 days,Total,918
2021-02-28,Weekly earnings - median - 6 days,A Primary,913.5
2021-02-28,Weekly earnings - median - 6 days,B Goods Producing,1123.75
2021-02-28,Weekly earnings - median - 6 days,C Services,825.14
2021-02-28,Weekly earnings - median - 6 days,Z No Match,681
2021-02-28,Weekly earnings - upper quartile - 6 days,Total,1250
2021-02-28,Weekly earnings - upper quartile - 6 days,A Primary,1248.93
2021-02-28,Weekly earnings - upper quartile - 6 days,B Goods Producing,1452
2021-02-28,Weekly earnings - upper quartile - 6 days,C Services,1125
2021-02-28,Weekly earnings - upper quartile - 6 days,Z No Match,949.55
2021-02-28,Weekly earnings - lower quartile - 6 days,Total,594.5
2021-02-28,Weekly earnings - lower quartile - 6 days,A Primary,564.12
2021-02-28,Weekly earnings - lower quartile - 6 days,B Goods Producing,860.91
2021-02-28,Weekly earnings - lower quartile - 6 days,C Services,464.64
2021-02-28,Weekly earnings - lower quartile - 6 days,Z No Match,508.66
2021-03-07,Number of paid jobs - 6 days,Total,742680
2021-03-07,Number of paid jobs - 6 days,A Primary,35430
2021-03-07,Number of paid jobs - 6 days,B Goods Producing,242330
2021-03-07,Number of paid jobs - 6 days,C Services,428450
2021-03-07,Number of paid jobs - 6 days,Z No Match,36470
2021-03-07,Weekly earnings - median - 6 days,Total,892.41
2021-03-07,Weekly earnings - median - 6 days,A Primary,871.83
2021-03-07,Weekly earnings - median - 6 days,B Goods Producing,1112.54
2021-03-07,Weekly earnings - median - 6 days,C Services,801
2021-03-07,Weekly earnings - median - 6 days,Z No Match,259.2
2021-03-07,Weekly earnings - upper quartile - 6 days,Total,1240
2021-03-07,Weekly earnings - upper quartile - 6 days,A Primary,1209.62
2021-03-07,Weekly earnings - upper quartile - 6 days,B Goods Producing,1442.31
2021-03-07,Weekly earnings - upper quartile - 6 days,C Services,1122
2021-03-07,Weekly earnings - upper quartile - 6 days,Z No Match,432
2021-03-07,Weekly earnings - lower quartile - 6 days,Total,502.11
2021-03-07,Weekly earnings - lower quartile - 6 days,A Primary,500
2021-03-07,Weekly earnings - lower quartile - 6 days,B Goods Producing,845.33
2021-03-07,Weekly earnings - lower quartile - 6 days,C Services,421.2
2021-03-07,Weekly earnings - lower quartile - 6 days,Z No Match,129.6
2021-03-14,Number of paid jobs - 6 days,Total,741180
2021-03-14,Number of paid jobs - 6 days,A Primary,36970
2021-03-14,Number of paid jobs - 6 days,B Goods Producing,252850
2021-03-14,Number of paid jobs - 6 days,C Services,447480
2021-03-14,Number of paid jobs - 6 days,Z No Match,3880
2021-03-14,Weekly earnings - median - 6 days,Total,931
2021-03-14,Weekly earnings - median - 6 days,A Primary,900.86
2021-03-14,Weekly earnings - median - 6 days,B Goods Producing,1123.22
2021-03-14,Weekly earnings - median - 6 days,C Services,824
2021-03-14,Weekly earnings - median - 6 days,Z No Match,644.14
2021-03-14,Weekly earnings - upper quartile - 6 days,Total,1266.25
2021-03-14,Weekly earnings - upper quartile - 6 days,A Primary,1201.45
2021-03-14,Weekly earnings - upper quartile - 6 days,B Goods Producing,1454.89
2021-03-14,Weekly earnings - upper quartile - 6 days,C Services,1134
2021-03-14,Weekly earnings - upper quartile - 6 days,Z No Match,980.77
2021-03-14,Weekly earnings - lower quartile - 6 days,Total,591.47
2021-03-14,Weekly earnings - lower quartile - 6 days,A Primary,553.5
2021-03-14,Weekly earnings - lower quartile - 6 days,B Goods Producing,858
2021-03-14,Weekly earnings - lower quartile - 6 days,C Services,445.5
2021-03-14,Weekly earnings - lower quartile - 6 days,Z No Match,297.98
2021-03-21,Number of paid jobs - 6 days,Total,867780
2021-03-21,Number of paid jobs - 6 days,A Primary,39100
2021-03-21,Number of paid jobs - 6 days,B Goods Producing,269630
2021-03-21,Number of paid jobs - 6 days,C Services,518020
2021-03-21,Number of paid jobs - 6 days,Z No Match,41030
2021-03-21,Weekly earnings - median - 6 days,Total,913.75
2021-03-21,Weekly earnings - median - 6 days,A Primary,918
2021-03-21,Weekly earnings - median - 6 days,B Goods Producing,1124.74
2021-03-21,Weekly earnings - median - 6 days,C Services,825.44
2021-03-21,Weekly earnings - median - 6 days,Z No Match,604.8
2021-03-21,Weekly earnings - upper quartile - 6 days,Total,1246.58
2021-03-21,Weekly earnings - upper quartile - 6 days,A Primary,1227.72
2021-03-21,Weekly earnings - upper quartile - 6 days,B Goods Producing,1455.77
2021-03-21,Weekly earnings - upper quartile - 6 days,C Services,1125
2021-03-21,Weekly earnings - upper quartile - 6 days,Z No Match,886.59
2021-03-21,Weekly earnings - lower quartile - 6 days,Total,576.45
2021-03-21,Weekly earnings - lower quartile - 6 days,A Primary,570
2021-03-21,Weekly earnings - lower quartile - 6 days,B Goods Producing,860
2021-03-21,Weekly earnings - lower quartile - 6 days,C Services,453.6
2021-03-21,Weekly earnings - lower quartile - 6 days,Z No Match,218.82
2021-03-28,Number of paid jobs - 6 days,Total,840790
2021-03-28,Number of paid jobs - 6 days,A Primary,36800
2021-03-28,Number of paid jobs - 6 days,B Goods Producing,261500
2021-03-28,Number of paid jobs - 6 days,C Services,501570
2021-03-28,Number of paid jobs - 6 days,Z No Match,40930
2021-03-28,Weekly earnings - median - 6 days,Total,918
2021-03-28,Weekly earnings - median - 6 days,A Primary,922.02
2021-03-28,Weekly earnings - median - 6 days,B Goods Producing,1120
2021-03-28,Weekly earnings - median - 6 days,C Services,835.2
2021-03-28,Weekly earnings - median - 6 days,Z No Match,604.8
2021-03-28,Weekly earnings - upper quartile - 6 days,Total,1254
2021-03-28,Weekly earnings - upper quartile - 6 days,A Primary,1249.47
2021-03-28,Weekly earnings - upper quartile - 6 days,B Goods Producing,1461.54
2021-03-28,Weekly earnings - upper quartile - 6 days,C Services,1150.5
2021-03-28,Weekly earnings - upper quartile - 6 days,Z No Match,888.3
2021-03-28,Weekly earnings - lower quartile - 6 days,Total,570
2021-03-28,Weekly earnings - lower quartile - 6 days,A Primary,540.98
2021-03-28,Weekly earnings - lower quartile - 6 days,B Goods Producing,846.26
2021-03-28,Weekly earnings - lower quartile - 6 days,C Services,454.73
2021-03-28,Weekly earnings - lower quartile - 6 days,Z No Match,219.78
2021-04-04,Number of paid jobs - 6 days,Total,857490
2021-04-04,Number of paid jobs - 6 days,A Primary,37540
2021-04-04,Number of paid jobs - 6 days,B Goods Producing,268360
2021-04-04,Number of paid jobs - 6 days,C Services,509040
2021-04-04,Number of paid jobs - 6 days,Z No Match,42560
2021-04-04,Weekly earnings - median - 6 days,Total,927.51
2021-04-04,Weekly earnings - median - 6 days,A Primary,910.76
2021-04-04,Weekly earnings - median - 6 days,B Goods Producing,1104
2021-04-04,Weekly earnings - median - 6 days,C Services,850.88
2021-04-04,Weekly earnings - median - 6 days,Z No Match,680.09
2021-04-04,Weekly earnings - upper quartile - 6 days,Total,1248
2021-04-04,Weekly earnings - upper quartile - 6 days,A Primary,1234.35
2021-04-04,Weekly earnings - upper quartile - 6 days,B Goods Producing,1419.33
2021-04-04,Weekly earnings - upper quartile - 6 days,C Services,1153.85
2021-04-04,Weekly earnings - upper quartile - 6 days,Z No Match,954.53
2021-04-04,Weekly earnings - lower quartile - 6 days,Total,600
2021-04-04,Weekly earnings - lower quartile - 6 days,A Primary,560
2021-04-04,Weekly earnings - lower quartile - 6 days,B Goods Producing,857.73
2021-04-04,Weekly earnings - lower quartile - 6 days,C Services,475.74
2021-04-04,Weekly earnings - lower quartile - 6 days,Z No Match,491.4
2021-04-11,Number of paid jobs - 6 days,Total,857130
2021-04-11,Number of paid jobs - 6 days,A Primary,38130
2021-04-11,Number of paid jobs - 6 days,B Goods Producing,264690
2021-04-11,Number of paid jobs - 6 days,C Services,512410
2021-04-11,Number of paid jobs - 6 days,Z No Match,41900
2021-04-11,Weekly earnings - median - 6 days,Total,945
2021-04-11,Weekly earnings - median - 6 days,A Primary,944.28
2021-04-11,Weekly earnings - median - 6 days,B Goods Producing,1131.43
2021-04-11,Weekly earnings - median - 6 days,C Services,869.81
2021-04-11,Weekly earnings - median - 6 days,Z No Match,604.8
2021-04-11,Weekly earnings - upper quartile - 6 days,Total,1268.55
2021-04-11,Weekly earnings - upper quartile - 6 days,A Primary,1250
2021-04-11,Weekly earnings - upper quartile - 6 days,B Goods Producing,1458.46
2021-04-11,Weekly earnings - upper quartile - 6 days,C Services,1169.46
2021-04-11,Weekly earnings - upper quartile - 6 days,Z No Match,885.68
2021-04-11,Weekly earnings - lower quartile - 6 days,Total,600
2021-04-11,Weekly earnings - lower quartile - 6 days,A Primary,576.13
2021-04-11,Weekly earnings - lower quartile - 6 days,B Goods Producing,876.4
2021-04-11,Weekly earnings - lower quartile - 6 days,C Services,490.88
2021-04-11,Weekly earnings - lower quartile - 6 days,Z No Match,328.26
2021-04-18,Number of paid jobs - 6 days,Total,864390
2021-04-18,Number of paid jobs - 6 days,A Primary,37260
2021-04-18,Number of paid jobs - 6 days,B Goods Producing,269170
2021-04-18,Number of paid jobs - 6 days,C Services,514620
2021-04-18,Number of paid jobs - 6 days,Z No Match,43350
2021-04-18,Weekly earnings - median - 6 days,Total,927.79
2021-04-18,Weekly earnings - median - 6 days,A Primary,928.8
2021-04-18,Weekly earnings - median - 6 days,B Goods Producing,1125
2021-04-18,Weekly earnings - median - 6 days,C Services,850
2021-04-18,Weekly earnings - median - 6 days,Z No Match,607.22
2021-04-18,Weekly earnings - upper quartile - 6 days,Total,1250
2021-04-18,Weekly earnings - upper quartile - 6 days,A Primary,1237.5
2021-04-18,Weekly earnings - upper quartile - 6 days,B Goods Producing,1456
2021-04-18,Weekly earnings - upper quartile - 6 days,C Services,1144
2021-04-18,Weekly earnings - upper quartile - 6 days,Z No Match,900
2021-04-18,Weekly earnings - lower quartile - 6 days,Total,598.43
2021-04-18,Weekly earnings - lower quartile - 6 days,A Primary,585
2021-04-18,Weekly earnings - lower quartile - 6 days,B Goods Producing,871.73
2021-04-18,Weekly earnings - lower quartile - 6 days,C Services,474.99
2021-04-18,Weekly earnings - lower quartile - 6 days,Z No Match,399.58
2021-04-25,Number of paid jobs - 6 days,Total,858750
2021-04-25,Number of paid jobs - 6 days,A Primary,35260
2021-04-25,Number of paid jobs - 6 days,B Goods Producing,267250
2021-04-25,Number of paid jobs - 6 days,C Services,512680
2021-04-25,Number of paid jobs - 6 days,Z No Match,43560
2021-04-25,Weekly earnings - median - 6 days,Total,951.92
2021-04-25,Weekly earnings - median - 6 days,A Primary,918
2021-04-25,Weekly earnings - median - 6 days,B Goods Producing,1125
2021-04-25,Weekly earnings - median - 6 days,C Services,871.5
2021-04-25,Weekly earnings - median - 6 days,Z No Match,769.7
2021-04-25,Weekly earnings - upper quartile - 6 days,Total,1274
2021-04-25,Weekly earnings - upper quartile - 6 days,A Primary,1228.5
2021-04-25,Weekly earnings - upper quartile - 6 days,B Goods Producing,1448.27
2021-04-25,Weekly earnings - upper quartile - 6 days,C Services,1170
2021-04-25,Weekly earnings - upper quartile - 6 days,Z No Match,1105.97
2021-04-25,Weekly earnings - lower quartile - 6 days,Total,620
2021-04-25,Weekly earnings - lower quartile - 6 days,A Primary,575
2021-04-25,Weekly earnings - lower quartile - 6 days,B Goods Producing,875
2021-04-25,Weekly earnings - lower quartile - 6 days,C Services,505
2021-04-25,Weekly earnings - lower quartile - 6 days,Z No Match,560.37
2021-05-02,Number of paid jobs - 6 days,Total,872300
2021-05-02,Number of paid jobs - 6 days,A Primary,37260
2021-05-02,Number of paid jobs - 6 days,B Goods Producing,271710
2021-05-02,Number of paid jobs - 6 days,C Services,518990
2021-05-02,Number of paid jobs - 6 days,Z No Match,44340
2021-05-02,Weekly earnings - median - 6 days,Total,946
2021-05-02,Weekly earnings - median - 6 days,A Primary,936.41
2021-05-02,Weekly earnings - median - 6 days,B Goods Producing,1133.63
2021-05-02,Weekly earnings - median - 6 days,C Services,864.88
2021-05-02,Weekly earnings - median - 6 days,Z No Match,735
2021-05-02,Weekly earnings - upper quartile - 6 days,Total,1269.45
2021-05-02,Weekly earnings - upper quartile - 6 days,A Primary,1226.95
2021-05-02,Weekly earnings - upper quartile - 6 days,B Goods Producing,1460.44
2021-05-02,Weekly earnings - upper quartile - 6 days,C Services,1162.4
2021-05-02,Weekly earnings - upper quartile - 6 days,Z No Match,1008.84
2021-05-02,Weekly earnings - lower quartile - 6 days,Total,609.9
2021-05-02,Weekly earnings - lower quartile - 6 days,A Primary,594
2021-05-02,Weekly earnings - lower quartile - 6 days,B Goods Producing,878
2021-05-02,Weekly earnings - lower quartile - 6 days,C Services,493.75
2021-05-02,Weekly earnings - lower quartile - 6 days,Z No Match,523.17
2021-05-09,Number of paid jobs - 6 days,Total,864970
2021-05-09,Number of paid jobs - 6 days,A Primary,36880
2021-05-09,Number of paid jobs - 6 days,B Goods Producing,266790
2021-05-09,Number of paid jobs - 6 days,C Services,519010
2021-05-09,Number of paid jobs - 6 days,Z No Match,42290
2021-05-09,Weekly earnings - median - 6 days,Total,938.73
2021-05-09,Weekly earnings - median - 6 days,A Primary,918.5
2021-05-09,Weekly earnings - median - 6 days,B Goods Producing,1137.5
2021-05-09,Weekly earnings - median - 6 days,C Services,859.25
2021-05-09,Weekly earnings - median - 6 days,Z No Match,689.56
2021-05-09,Weekly earnings - upper quartile - 6 days,Total,1266.3
2021-05-09,Weekly earnings - upper quartile - 6 days,A Primary,1216.57
2021-05-09,Weekly earnings - upper quartile - 6 days,B Goods Producing,1471.3
2021-05-09,Weekly earnings - upper quartile - 6 days,C Services,1155
2021-05-09,Weekly earnings - upper quartile - 6 days,Z No Match,963.52
2021-05-09,Weekly earnings - lower quartile - 6 days,Total,604.8
2021-05-09,Weekly earnings - lower quartile - 6 days,A Primary,590.24
2021-05-09,Weekly earnings - lower quartile - 6 days,B Goods Producing,878.57
2021-05-09,Weekly earnings - lower quartile - 6 days,C Services,473.92
2021-05-09,Weekly earnings - lower quartile - 6 days,Z No Match,516
2021-05-16,Number of paid jobs - 6 days,Total,865480
2021-05-16,Number of paid jobs - 6 days,A Primary,36640
2021-05-16,Number of paid jobs - 6 days,B Goods Producing,269820
2021-05-16,Number of paid jobs - 6 days,C Services,516040
2021-05-16,Number of paid jobs - 6 days,Z No Match,42980
2021-05-16,Weekly earnings - median - 6 days,Total,928.75
2021-05-16,Weekly earnings - median - 6 days,A Primary,885
2021-05-16,Weekly earnings - median - 6 days,B Goods Producing,1128.8
2021-05-16,Weekly earnings - median - 6 days,C Services,848
2021-05-16,Weekly earnings - median - 6 days,Z No Match,692.16
2021-05-16,Weekly earnings - upper quartile - 6 days,Total,1250
2021-05-16,Weekly earnings - upper quartile - 6 days,A Primary,1182.34
2021-05-16,Weekly earnings - upper quartile - 6 days,B Goods Producing,1456
2021-05-16,Weekly earnings - upper quartile - 6 days,C Services,1146.96
2021-05-16,Weekly earnings - upper quartile - 6 days,Z No Match,967.54
2021-05-16,Weekly earnings - lower quartile - 6 days,Total,600
2021-05-16,Weekly earnings - lower quartile - 6 days,A Primary,561.79
2021-05-16,Weekly earnings - lower quartile - 6 days,B Goods Producing,873.78
2021-05-16,Weekly earnings - lower quartile - 6 days,C Services,464.18
2021-05-16,Weekly earnings - lower quartile - 6 days,Z No Match,516.9
2021-05-23,Number of paid jobs - 6 days,Total,868090
