Table_Number,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Ā-momo rawa (waehere HS),Ērā atu mea katoa,Ngā uepū Māori,$(miriona),203,2018
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Ā-momo rawa (waehere HS),Ērā atu mea katoa,Ngā uepū Māori,$(miriona),221,2019
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Ā-momo rawa (waehere HS),Ērā atu mea katoa,Ngā uepū Māori,$(miriona),314,2020
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Ā-momo rawa (waehere HS),Ērā atu mea katoa,Ngā uepū Māori,$(miriona),407,2021
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Ā-momo rawa (waehere HS),Ērā atu mea katoa,Ngā uepū Māori,$(miriona),313,2022
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Ā-momo rawa (waehere HS),Ērā atu mea katoa,Ngā uepū Māori,Ōrau momo umanga katoa,41,2022
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Tapeke,Tapeke,Ngā uepū Māori,$(miriona),643,2017
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Tapeke,Tapeke,Ngā uepū Māori,$(miriona),716,2018
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Tapeke,Tapeke,Ngā uepū Māori,$(miriona),703,2019
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Tapeke,Tapeke,Ngā uepū Māori,$(miriona),721,2020
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Tapeke,Tapeke,Ngā uepū Māori,$(miriona),871,2021
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Tapeke,Tapeke,Ngā uepū Māori,$(miriona),760,2022
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Tapeke,Tapeke,Ngā uepū Māori,Ōrau momo umanga katoa,100,2022
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Mā te whenua i tīpakona,Ahitereiria,Ērā atu hinonga Māori,$(miriona),4,2017
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Mā te whenua i tīpakona,Ahitereiria,Ērā atu hinonga Māori,$(miriona),8,2018
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Mā te whenua i tīpakona,Ahitereiria,Ērā atu hinonga Māori,$(miriona),10,2019
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Mā te whenua i tīpakona,Ahitereiria,Ērā atu hinonga Māori,$(miriona),11,2020
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Mā te whenua i tīpakona,Ahitereiria,Ērā atu hinonga Māori,$(miriona),13,2021
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Mā te whenua i tīpakona,Ahitereiria,Ērā atu hinonga Māori,$(miriona),20,2022
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Mā te whenua i tīpakona,Ahitereiria,Ērā atu hinonga Māori,Ōrau momo umanga katoa,8,2022
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Mā te whenua i tīpakona,Amerika,Ērā atu hinonga Māori,$(miriona),5,2017
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Mā te whenua i tīpakona,Amerika,Ērā atu hinonga Māori,$(miriona),7,2018
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Mā te whenua i tīpakona,Amerika,Ērā atu hinonga Māori,$(miriona),8,2019
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Mā te whenua i tīpakona,Amerika,Ērā atu hinonga Māori,$(miriona),15,2020
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Mā te whenua i tīpakona,Amerika,Ērā atu hinonga Māori,$(miriona),19,2021
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Mā te whenua i tīpakona,Amerika,Ērā atu hinonga Māori,$(miriona),18,2022
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Mā te whenua i tīpakona,Amerika,Ērā atu hinonga Māori,Ōrau momo umanga katoa,7,2022
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Mā te whenua i tīpakona,Ētahi atu,Ērā atu hinonga Māori,$(miriona),156,2017
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Mā te whenua i tīpakona,Ētahi atu,Ērā atu hinonga Māori,$(miriona),157,2018
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Mā te whenua i tīpakona,Ētahi atu,Ērā atu hinonga Māori,$(miriona),161,2019
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Mā te whenua i tīpakona,Ētahi atu,Ērā atu hinonga Māori,$(miriona),197,2020
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Mā te whenua i tīpakona,Ētahi atu,Ērā atu hinonga Māori,$(miriona),214,2021
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Mā te whenua i tīpakona,Ētahi atu,Ērā atu hinonga Māori,$(miriona),219,2022
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Mā te whenua i tīpakona,Ētahi atu,Ērā atu hinonga Māori,Ōrau momo umanga katoa,85,2022
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Tapeke,Tapeke,Ērā atu hinonga Māori,$(miriona),165,2017
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Tapeke,Tapeke,Ērā atu hinonga Māori,$(miriona),173,2018
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Tapeke,Tapeke,Ērā atu hinonga Māori,$(miriona),180,2019
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Tapeke,Tapeke,Ērā atu hinonga Māori,$(miriona),223,2020
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Tapeke,Tapeke,Ērā atu hinonga Māori,$(miriona),246,2021
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Tapeke,Tapeke,Ērā atu hinonga Māori,$(miriona),256,2022
Ripanga 12,Ngā tukunga rawa ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Tapeke,Tapeke,Ērā atu hinonga Māori,Ōrau momo umanga katoa,100,2022
Ripanga 13,Ngā umanga tuku hua ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Ā-tau 2017–2022,Ngā uepū Māori,Te maha o ngā hinonga tuku rawa ki tāwāhi,Tau,15,2017
Ripanga 13,Ngā umanga tuku hua ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Ā-tau 2017–2022,Ngā uepū Māori,Te maha o ngā hinonga tuku rawa ki tāwāhi,Tau,15,2018
Ripanga 13,Ngā umanga tuku hua ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Ā-tau 2017–2022,Ngā uepū Māori,Te maha o ngā hinonga tuku rawa ki tāwāhi,Tau,15,2019
Ripanga 13,Ngā umanga tuku hua ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Ā-tau 2017–2022,Ngā uepū Māori,Te maha o ngā hinonga tuku rawa ki tāwāhi,Tau,12,2020
Ripanga 13,Ngā umanga tuku hua ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Ā-tau 2017–2022,Ngā uepū Māori,Te maha o ngā hinonga tuku rawa ki tāwāhi,Tau,12,2021
Ripanga 13,Ngā umanga tuku hua ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Ā-tau 2017–2022,Ngā uepū Māori,Te maha o ngā hinonga tuku rawa ki tāwāhi,Tau,12,2022
Ripanga 13,Ngā umanga tuku hua ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Ā-tau 2017–2022,Ērā atu hinonga Māori,Te maha o ngā hinonga tuku rawa ki tāwāhi,Tau,54,2017
Ripanga 13,Ngā umanga tuku hua ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Ā-tau 2017–2022,Ērā atu hinonga Māori,Te maha o ngā hinonga tuku rawa ki tāwāhi,Tau,66,2018
Ripanga 13,Ngā umanga tuku hua ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Ā-tau 2017–2022,Ērā atu hinonga Māori,Te maha o ngā hinonga tuku rawa ki tāwāhi,Tau,66,2019
Ripanga 13,Ngā umanga tuku hua ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Ā-tau 2017–2022,Ērā atu hinonga Māori,Te maha o ngā hinonga tuku rawa ki tāwāhi,Tau,66,2020
Ripanga 13,Ngā umanga tuku hua ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Ā-tau 2017–2022,Ērā atu hinonga Māori,Te maha o ngā hinonga tuku rawa ki tāwāhi,Tau,63,2021
Ripanga 13,Ngā umanga tuku hua ki tāwāhi – Uepū Māori me te Ērā atu hinonga Māori,Ā-tau 2017–2022,Ērā atu hinonga Māori,Te maha o ngā hinonga tuku rawa ki tāwāhi,Tau,60,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I te 30 Hune 2022,Pārae pātītī ,Tapeke o ngā pāmu Māori,Ngā heketea,284000,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I te 30 Hune 2022,Pārae pātītī ,Tapeke o ngā pāmu o Aotearoa huia katoatia,Ngā heketea,7081500,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I te 30 Hune 2022,Pārae pātītī ,Te wāhanga ki ngā pāmu Māori o te katoa o Aotearoa,Ōrau,4,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I te 30 Hune 2022,Pārae pātītī ,Toharite mō ia pāmu Māori,Ngā heketea,364,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I te 30 Hune 2022,Pārae pātītī ,Toharite mō ia pāmu o Aotearoa,Ngā heketea,150,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I te 30 Hune 2022,Whenua whakatupu kai,Tapeke o ngā pāmu Māori,Ngā heketea,4200,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I te 30 Hune 2022,Whenua whakatupu kai,Tapeke o ngā pāmu o Aotearoa huia katoatia,Ngā heketea,133500,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I te 30 Hune 2022,Whenua whakatupu kai,Te wāhanga ki ngā pāmu Māori o te katoa o Aotearoa,Ōrau,3.2,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I te 30 Hune 2022,Whenua whakatupu kai,Toharite mō ia pāmu Māori,Ngā heketea,5,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I te 30 Hune 2022,Whenua whakatupu kai,Toharite mō ia pāmu o Aotearoa,Ngā heketea,3,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I te 30 Hune 2022,Ngahere kua oti te whakatō,Tapeke o ngā pāmu Māori,Ngā heketea,210000,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I te 30 Hune 2022,Ngahere kua oti te whakatō,Tapeke o ngā pāmu o Aotearoa huia katoatia,Ngā heketea,1836200,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I te 30 Hune 2022,Ngahere kua oti te whakatō,Te wāhanga ki ngā pāmu Māori o te katoa o Aotearoa,Ōrau,11.4,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I te 30 Hune 2022,Ngahere kua oti te whakatō,Toharite mō ia pāmu Māori,Ngā heketea,269,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I te 30 Hune 2022,Ngahere kua oti te whakatō,Toharite mō ia pāmu o Aotearoa,Ngā heketea,39,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I te 30 Hune 2022,"He ngahere, he mauwhā",Tapeke o ngā pāmu Māori,Ngā heketea,106400,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I te 30 Hune 2022,"He ngahere, he mauwhā",Tapeke o ngā pāmu o Aotearoa huia katoatia,Ngā heketea,1183900,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I te 30 Hune 2022,"He ngahere, he mauwhā",Te wāhanga ki ngā pāmu Māori o te katoa o Aotearoa,Ōrau,9,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I te 30 Hune 2022,"He ngahere, he mauwhā",Toharite mō ia pāmu Māori,Ngā heketea,136,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I te 30 Hune 2022,"He ngahere, he mauwhā",Toharite mō ia pāmu o Aotearoa,Ngā heketea,25,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I te 30 Hune 2022,Ērā atu momo whenua,Tapeke o ngā pāmu Māori,Ngā heketea,70500,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I te 30 Hune 2022,Ērā atu momo whenua,Tapeke o ngā pāmu o Aotearoa huia katoatia,Ngā heketea,2952900,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I te 30 Hune 2022,Ērā atu momo whenua,Te wāhanga ki ngā pāmu Māori o te katoa o Aotearoa,Ōrau,2.4,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I te 30 Hune 2022,Ērā atu momo whenua,Toharite mō ia pāmu Māori,Ngā heketea,90,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I te 30 Hune 2022,Ērā atu momo whenua,Toharite mō ia pāmu o Aotearoa,Ngā heketea,63,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I te 30 Hune 2022,Horahanga whenua katoa,Tapeke o ngā pāmu Māori,Ngā heketea,675000,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I te 30 Hune 2022,Horahanga whenua katoa,Tapeke o ngā pāmu o Aotearoa huia katoatia,Ngā heketea,13188000,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I te 30 Hune 2022,Horahanga whenua katoa,Te wāhanga ki ngā pāmu Māori o te katoa o Aotearoa,Ōrau,5.1,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I te 30 Hune 2022,Horahanga whenua katoa,Toharite mō ia pāmu Māori,Ngā heketea,865,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I te 30 Hune 2022,Horahanga whenua katoa,Toharite mō ia pāmu o Aotearoa,Ngā heketea,279,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I roto i te tau i mutu ake i te 30 Hune 2022,"Ngā tupu whāngai tāpiri i kotingia, i hauhaketia",Tapeke o ngā pāmu Māori,Ngā heketea,30400,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I roto i te tau i mutu ake i te 30 Hune 2022,"Ngā tupu whāngai tāpiri i kotingia, i hauhaketia",Tapeke o ngā pāmu o Aotearoa huia katoatia,Ngā heketea,1267700,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I roto i te tau i mutu ake i te 30 Hune 2022,"Ngā tupu whāngai tāpiri i kotingia, i hauhaketia",Te wāhanga ki ngā pāmu Māori o te katoa o Aotearoa,Ōrau,2.4,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I roto i te tau i mutu ake i te 30 Hune 2022,"Ngā tupu whāngai tāpiri i kotingia, i hauhaketia",Toharite mō ia pāmu Māori,Ngā heketea,39,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I roto i te tau i mutu ake i te 30 Hune 2022,"Ngā tupu whāngai tāpiri i kotingia, i hauhaketia",Toharite mō ia pāmu o Aotearoa,Ngā heketea,27,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I te 30 Hune 2022,Ngā kararehe,Tapeke o ngā pāmu Māori,Tau,2948700,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I te 30 Hune 2023,Ngā kararehe,Tapeke o ngā pāmu o Aotearoa huia katoatia,Tau,83557600,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I te 30 Hune 2024,Ngā kararehe,Te wāhanga ki ngā pāmu Māori o te katoa o Aotearoa,Ōrau,3.5,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I te 30 Hune 2025,Ngā kararehe,Toharite mō ia pāmu Māori,Tau,3780,2022
Ripanga 14,"Te whakamahinga whenua, te maha o ngā kararehe, me te whāngai tāpiri",I te 30 Hune 2026,Ngā kararehe,Toharite mō ia pāmu o Aotearoa,Tau,1769,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I te 30 Hune 2022,Tapeke hipi,Tapeke o ngā pāmu Māori,Tau,1070500,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I te 30 Hune 2022,Tapeke hipi,Tapeke o ngā pāmu o Aotearoa huia katoatia,Tau,25333600,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I te 30 Hune 2022,Tapeke hipi,Te wāhanga ki ngā pāmu Māori o te katoa o Aotearoa,Ōrau,4.2,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I te 30 Hune 2022,Tapeke hipi,Toharite mō ia pāmu Māori,Tau,4352,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I te 30 Hune 2022,Tapeke hipi,Toharite mō ia pāmu o Aotearoa,Tau,1612,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I te 30 Hune 2022,Tapeke pīwhi,Tapeke o ngā pāmu Māori,Tau,192100,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I te 30 Hune 2022,Tapeke pīwhi,Tapeke o ngā pāmu o Aotearoa huia katoatia,Tau,3898200,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I te 30 Hune 2022,Tapeke pīwhi,Te wāhanga ki ngā pāmu Māori o te katoa o Aotearoa,Ōrau,4.9,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I te 30 Hune 2022,Tapeke pīwhi,Toharite mō ia pāmu Māori,Tau,523,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I te 30 Hune 2022,Tapeke pīwhi,Toharite mō ia pāmu o Aotearoa,Tau,175,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I te 30 Hune 2022,Tapeke kau miraka,Tapeke o ngā pāmu Māori,Tau,153400,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I te 30 Hune 2022,Tapeke kau miraka,Tapeke o ngā pāmu o Aotearoa huia katoatia,Tau,6136000,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I te 30 Hune 2022,Tapeke kau miraka,Te wāhanga ki ngā pāmu Māori o te katoa o Aotearoa,Ōrau,2.5,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I te 30 Hune 2022,Tapeke kau miraka,Toharite mō ia pāmu Māori,Tau,755,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I te 30 Hune 2022,Tapeke kau miraka,Toharite mō ia pāmu o Aotearoa,Tau,491,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I te 30 Hune 2022,Tapeke tia ,Tapeke o ngā pāmu Māori,Tau,10600,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I te 30 Hune 2022,Tapeke tia ,Tapeke o ngā pāmu o Aotearoa huia katoatia,Tau,794100,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I te 30 Hune 2022,Tapeke tia ,Te wāhanga ki ngā pāmu Māori o te katoa o Aotearoa,Ōrau,1.3,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I te 30 Hune 2022,Tapeke tia ,Toharite mō ia pāmu Māori,Tau,880,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I te 30 Hune 2022,Tapeke tia ,Toharite mō ia pāmu o Aotearoa,Tau,662,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I te 30 Hune 2022,"Ngā uha hipi whakaputa reme, me ngā hipi tau tuarua",Tapeke o ngā pāmu Māori,Tau,814000,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I te 30 Hune 2022,"Ngā uha hipi whakaputa reme, me ngā hipi tau tuarua",Tapeke o ngā pāmu o Aotearoa huia katoatia,Tau,17301900,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I te 30 Hune 2022,"Ngā uha hipi whakaputa reme, me ngā hipi tau tuarua",Te wāhanga ki ngā pāmu Māori o te katoa o Aotearoa,Ōrau,4.7,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I te 30 Hune 2022,"Ngā uha hipi whakaputa reme, me ngā hipi tau tuarua",Toharite mō ia pāmu Māori,Tau,3734,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I te 30 Hune 2022,"Ngā uha hipi whakaputa reme, me ngā hipi tau tuarua",Toharite mō ia pāmu o Aotearoa,Tau,1291,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I te 30 Hune 2022,Ngā pīwhi whakaputa punua kau me ngā kau tau tuarua,Tapeke o ngā pāmu Māori,Tau,72700,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I te 30 Hune 2022,Ngā pīwhi whakaputa punua kau me ngā kau tau tuarua,Tapeke o ngā pāmu o Aotearoa huia katoatia,Tau,1065200,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I te 30 Hune 2022,Ngā pīwhi whakaputa punua kau me ngā kau tau tuarua,Te wāhanga ki ngā pāmu Māori o te katoa o Aotearoa,Ōrau,6.8,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I te 30 Hune 2022,Ngā pīwhi whakaputa punua kau me ngā kau tau tuarua,Toharite mō ia pāmu Māori,Tau,343,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I te 30 Hune 2022,Ngā pīwhi whakaputa punua kau me ngā kau tau tuarua,Toharite mō ia pāmu o Aotearoa,Tau,117,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I te 30 Hune 2022,Ngā kau miraka me ngā kau tau tuarua,Tapeke o ngā pāmu Māori,Tau,107400,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I te 30 Hune 2022,Ngā kau miraka me ngā kau tau tuarua,Tapeke o ngā pāmu o Aotearoa huia katoatia,Tau,4724200,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I te 30 Hune 2022,Ngā kau miraka me ngā kau tau tuarua,Te wāhanga ki ngā pāmu Māori o te katoa o Aotearoa,Ōrau,2.3,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I te 30 Hune 2022,Ngā kau miraka me ngā kau tau tuarua,Toharite mō ia pāmu Māori,Tau,607,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I te 30 Hune 2022,Ngā kau miraka me ngā kau tau tuarua,Toharite mō ia pāmu o Aotearoa,Tau,438,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I roto i te tau i mutu ake i te 30 Hune 2022,Te tapeke o ngā kotinga whiore reme i roto i te tau,Tapeke o ngā pāmu Māori,Tau,1007700,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I roto i te tau i mutu ake i te 30 Hune 2022,Te tapeke o ngā kotinga whiore reme i roto i te tau,Tapeke o ngā pāmu o Aotearoa huia katoatia,Tau,21952400,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I roto i te tau i mutu ake i te 30 Hune 2022,Te tapeke o ngā kotinga whiore reme i roto i te tau,Te wāhanga ki ngā pāmu Māori o te katoa o Aotearoa,Ōrau,4.6,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I roto i te tau i mutu ake i te 30 Hune 2022,Te tapeke o ngā kotinga whiore reme i roto i te tau,Toharite mō ia pāmu Māori,Tau,4381,2022
Ripanga 15,Te maha o ngā kararehe tīpoka ,I roto i te tau i mutu ake i te 30 Hune 2022,Te tapeke o ngā kotinga whiore reme i roto i te tau,Toharite mō ia pāmu o Aotearoa,Tau,1514,2022
Ripanga 16,Ngā ritenga mahi pāmu tīpoka,I roto i te tau i mutu ake i te 30 Hune 2022,Ngā tana wairākau i hoatu,Tapeke o ngā pāmu Māori,Tau,58100,2022
Ripanga 16,Ngā ritenga mahi pāmu tīpoka,I roto i te tau i mutu ake i te 30 Hune 2022,Ngā tana wairākau i hoatu,Tapeke o ngā pāmu o Aotearoa huia katoatia,Tau,2131400,2022
Ripanga 16,Ngā ritenga mahi pāmu tīpoka,I roto i te tau i mutu ake i te 30 Hune 2022,Ngā tana wairākau i hoatu,Te wāhanga ki ngā pāmu Māori o te katoa o Aotearoa,Ōrau,2.7,2022
Ripanga 16,Ngā ritenga mahi pāmu tīpoka,I roto i te tau i mutu ake i te 30 Hune 2022,Ngā tana wairākau i hoatu,Toharite mā ia heketea pārae pātītī i Ngā pāmu Māori,Tau,0.2,2022
Ripanga 16,Ngā ritenga mahi pāmu tīpoka,I roto i te tau i mutu ake i te 30 Hune 2022,Ngā tana wairākau i hoatu,Toharite mā ia heketea pārae pātītī i Ngā pāmu o Aotearoa,Tau,0.3,2022
