Anzsic,Anzsic_descriptor,Gas,Period,Data_value,Variable,Units,Magnitude
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2021.12,1367,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2022.03,1852,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2022.06,2006,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2022.09,1500,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2022.12,1216,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2023.03,1546,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2023.06,1379,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2010.03,260,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2010.06,285,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2010.09,281,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2010.12,294,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2011.03,286,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2011.06,290,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2011.09,292,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2011.12,303,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2012.03,285,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2012.06,297,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2012.09,298,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2012.12,317,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2013.03,294,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2013.06,301,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2013.09,299,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2013.12,314,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2014.03,296,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2014.06,313,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2014.09,337,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2014.12,308,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2015.03,309,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2015.06,321,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2015.09,317,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2015.12,321,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2016.03,316,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2016.06,336,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2016.09,342,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2016.12,363,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2017.03,374,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2017.06,389,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2017.09,420,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2017.12,450,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2018.03,450,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2018.06,475,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2018.09,460,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2018.12,465,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2019.03,449,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2019.06,437,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2019.09,435,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2019.12,447,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2020.03,410,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2020.06,300,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2020.09,482,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2020.12,466,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2021.03,481,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2021.06,487,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2021.09,418,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2021.12,474,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2022.03,470,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2022.06,449,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2022.09,468,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2022.12,475,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2023.03,469,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2023.06,479,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2010.03,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2010.06,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2010.09,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2010.12,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2011.03,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2011.06,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2011.09,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2011.12,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2012.03,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2012.06,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2012.09,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2012.12,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2013.03,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2013.06,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2013.09,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2013.12,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2014.03,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2014.06,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2014.09,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2014.12,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2015.03,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2015.06,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2015.09,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2015.12,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2016.03,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2016.06,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2016.09,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2016.12,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2017.03,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2017.06,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2017.09,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2017.12,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2018.03,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2018.06,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2018.09,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2018.12,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2019.03,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2019.06,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2019.09,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2019.12,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2020.03,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2020.06,5,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2020.09,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2020.12,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2021.03,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2021.06,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2021.09,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2021.12,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2022.03,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2022.06,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2022.09,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2022.12,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2023.03,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2023.06,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2010.03,1703,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2010.06,1754,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2010.09,1735,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2010.12,1742,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2011.03,1743,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2011.06,1728,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2011.09,1743,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2011.12,1717,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2012.03,1722,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2012.06,1732,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2012.09,1705,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2012.12,1709,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2013.03,1721,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2013.06,1673,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2013.09,1720,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2013.12,1729,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2014.03,1708,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2014.06,1732,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2014.09,1773,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2014.12,1767,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2015.03,1814,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2015.06,1825,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2015.09,1834,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2015.12,1863,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2016.03,1865,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2016.06,1864,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2016.09,1907,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2016.12,1905,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2017.03,1956,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2017.06,1992,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2017.09,1957,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2017.12,1948,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2018.03,1938,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2018.06,1934,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2018.09,1940,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2018.12,1984,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2019.03,1964,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2019.06,1954,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2019.09,1962,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2019.12,1928,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2020.03,1913,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2020.06,1355,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2020.09,1936,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2020.12,2024,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2021.03,2016,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2021.06,2034,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2021.09,1711,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2021.12,1843,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2022.03,1938,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2022.06,1910,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2022.09,1945,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2022.12,1906,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2023.03,1936,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2023.06,1930,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide equivalents,2010.03,1743,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide equivalents,2010.06,1794,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide equivalents,2010.09,1775,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide equivalents,2010.12,1782,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide equivalents,2011.03,1783,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide equivalents,2011.06,1766,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide equivalents,2011.09,1781,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
