Table_Number,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period
Table 12,Goods exports - Maori authorities and Other Maori enterprises,By selected country ,Other,Other Maori enterprises,Million Dollars,156,2017
Table 12,Goods exports - Maori authorities and Other Maori enterprises,By selected country ,Other,Other Maori enterprises,Million Dollars,157,2018
Table 12,Goods exports - Maori authorities and Other Maori enterprises,By selected country ,Other,Other Maori enterprises,Million Dollars,161,2019
Table 12,Goods exports - Maori authorities and Other Maori enterprises,By selected country ,Other,Other Maori enterprises,Million Dollars,197,2020
Table 12,Goods exports - Maori authorities and Other Maori enterprises,By selected country ,Other,Other Maori enterprises,Million Dollars,214,2021
Table 12,Goods exports - Maori authorities and Other Maori enterprises,By selected country ,Other,Other Maori enterprises,Million Dollars,219,2022
Table 12,Goods exports - Maori authorities and Other Maori enterprises,By selected country ,Other,Other Maori enterprises,Percent of total business type,85,2022
Table 12,Goods exports - Maori authorities and Other Maori enterprises,Total,Total,Other Maori enterprises,Million Dollars,165,2017
Table 12,Goods exports - Maori authorities and Other Maori enterprises,Total,Total,Other Maori enterprises,Million Dollars,173,2018
Table 12,Goods exports - Maori authorities and Other Maori enterprises,Total,Total,Other Maori enterprises,Million Dollars,180,2019
Table 12,Goods exports - Maori authorities and Other Maori enterprises,Total,Total,Other Maori enterprises,Million Dollars,223,2020
Table 12,Goods exports - Maori authorities and Other Maori enterprises,Total,Total,Other Maori enterprises,Million Dollars,246,2021
Table 12,Goods exports - Maori authorities and Other Maori enterprises,Total,Total,Other Maori enterprises,Million Dollars,256,2022
Table 12,Goods exports - Maori authorities and Other Maori enterprises,Total,Total,Other Maori enterprises,Percent of total business type,100,2022
Table 13,Goods exporting enterprises - Maori authorities and Other Maori enterprises,Annual 2017-2022,Maori authority,Number of exporting enterprises,Counts,15,2017
Table 13,Goods exporting enterprises - Maori authorities and Other Maori enterprises,Annual 2017-2022,Maori authority,Number of exporting enterprises,Counts,15,2018
Table 13,Goods exporting enterprises - Maori authorities and Other Maori enterprises,Annual 2017-2022,Maori authority,Number of exporting enterprises,Counts,15,2019
Table 13,Goods exporting enterprises - Maori authorities and Other Maori enterprises,Annual 2017-2022,Maori authority,Number of exporting enterprises,Counts,12,2020
Table 13,Goods exporting enterprises - Maori authorities and Other Maori enterprises,Annual 2017-2022,Maori authority,Number of exporting enterprises,Counts,12,2021
Table 13,Goods exporting enterprises - Maori authorities and Other Maori enterprises,Annual 2017-2022,Maori authority,Number of exporting enterprises,Counts,12,2022
Table 13,Goods exporting enterprises - Maori authorities and Other Maori enterprises,Annual 2017-2022,Other Maori enterprises,Number of exporting enterprises,Counts,54,2017
Table 13,Goods exporting enterprises - Maori authorities and Other Maori enterprises,Annual 2017-2022,Other Maori enterprises,Number of exporting enterprises,Counts,66,2018
Table 13,Goods exporting enterprises - Maori authorities and Other Maori enterprises,Annual 2017-2022,Other Maori enterprises,Number of exporting enterprises,Counts,66,2019
Table 13,Goods exporting enterprises - Maori authorities and Other Maori enterprises,Annual 2017-2022,Other Maori enterprises,Number of exporting enterprises,Counts,66,2020
Table 13,Goods exporting enterprises - Maori authorities and Other Maori enterprises,Annual 2017-2022,Other Maori enterprises,Number of exporting enterprises,Counts,63,2021
Table 13,Goods exporting enterprises - Maori authorities and Other Maori enterprises,Annual 2017-2022,Other Maori enterprises,Number of exporting enterprises,Counts,60,2022
Table 14,"Land use, stock units, and supplementary feed",At 30 June 2022,Grassland,Maori farms total,Hectares,284000,2022
Table 14,"Land use, stock units, and supplementary feed",At 30 June 2022,Grassland,All New Zealand farms total,Hectares,7081500,2022
Table 14,"Land use, stock units, and supplementary feed",At 30 June 2022,Grassland,Maori farms share of NZ total,Percent,4,2022
Table 14,"Land use, stock units, and supplementary feed",At 30 June 2022,Grassland,Average per Maori farm,Hectares,364,2022
Table 14,"Land use, stock units, and supplementary feed",At 30 June 2022,Grassland,Average per NZ farm,Hectares,150,2022
Table 14,"Land use, stock units, and supplementary feed",At 30 June 2022,Horticulture land,Maori farms total,Hectares,4200,2022
Table 14,"Land use, stock units, and supplementary feed",At 30 June 2022,Horticulture land,All New Zealand farms total,Hectares,133500,2022
Table 14,"Land use, stock units, and supplementary feed",At 30 June 2022,Horticulture land,Maori farms share of NZ total,Percent,3.2,2022
Table 14,"Land use, stock units, and supplementary feed",At 30 June 2022,Horticulture land,Average per Maori farm,Hectares,5,2022
Table 14,"Land use, stock units, and supplementary feed",At 30 June 2022,Horticulture land,Average per NZ farm,Hectares,3,2022
Table 14,"Land use, stock units, and supplementary feed",At 30 June 2022,Plantation,Maori farms total,Hectares,210000,2022
Table 14,"Land use, stock units, and supplementary feed",At 30 June 2022,Plantation,All New Zealand farms total,Hectares,1836200,2022
Table 14,"Land use, stock units, and supplementary feed",At 30 June 2022,Plantation,Maori farms share of NZ total,Percent,11.4,2022
Table 14,"Land use, stock units, and supplementary feed",At 30 June 2022,Plantation,Average per Maori farm,Hectares,269,2022
Table 14,"Land use, stock units, and supplementary feed",At 30 June 2022,Plantation,Average per NZ farm,Hectares,39,2022
Table 14,"Land use, stock units, and supplementary feed",At 30 June 2022,Bush and scrub,Maori farms total,Hectares,106400,2022
Table 14,"Land use, stock units, and supplementary feed",At 30 June 2022,Bush and scrub,All New Zealand farms total,Hectares,1183900,2022
Table 14,"Land use, stock units, and supplementary feed",At 30 June 2022,Bush and scrub,Maori farms share of NZ total,Percent,9,2022
Table 14,"Land use, stock units, and supplementary feed",At 30 June 2022,Bush and scrub,Average per Maori farm,Hectares,136,2022
Table 14,"Land use, stock units, and supplementary feed",At 30 June 2022,Bush and scrub,Average per NZ farm,Hectares,25,2022
Table 14,"Land use, stock units, and supplementary feed",At 30 June 2022,All other land,Maori farms total,Hectares,70500,2022
Table 14,"Land use, stock units, and supplementary feed",At 30 June 2022,All other land,All New Zealand farms total,Hectares,2952900,2022
Table 14,"Land use, stock units, and supplementary feed",At 30 June 2022,All other land,Maori farms share of NZ total,Percent,2.4,2022
Table 14,"Land use, stock units, and supplementary feed",At 30 June 2022,All other land,Average per Maori farm,Hectares,90,2022
Table 14,"Land use, stock units, and supplementary feed",At 30 June 2022,All other land,Average per NZ farm,Hectares,63,2022
Table 14,"Land use, stock units, and supplementary feed",At 30 June 2022,Total land area,Maori farms total,Hectares,675000,2022
Table 14,"Land use, stock units, and supplementary feed",At 30 June 2022,Total land area,All New Zealand farms total,Hectares,13188000,2022
Table 14,"Land use, stock units, and supplementary feed",At 30 June 2022,Total land area,Maori farms share of NZ total,Percent,5.1,2022
Table 14,"Land use, stock units, and supplementary feed",At 30 June 2022,Total land area,Average per Maori farm,Hectares,865,2022
Table 14,"Land use, stock units, and supplementary feed",At 30 June 2022,Total land area,Average per NZ farm,Hectares,279,2022
Table 14,"Land use, stock units, and supplementary feed",During year ended 30 June 2022,Supplementary feed crops harvested,Maori farms total,Hectares,30400,2022
Table 14,"Land use, stock units, and supplementary feed",During year ended 30 June 2022,Supplementary feed crops harvested,All New Zealand farms total,Hectares,1267700,2022
Table 14,"Land use, stock units, and supplementary feed",During year ended 30 June 2022,Supplementary feed crops harvested,Maori farms share of NZ total,Percent,2.4,2022
Table 14,"Land use, stock units, and supplementary feed",During year ended 30 June 2022,Supplementary feed crops harvested,Average per Maori farm,Hectares,39,2022
Table 14,"Land use, stock units, and supplementary feed",During year ended 30 June 2022,Supplementary feed crops harvested,Average per NZ farm,Hectares,27,2022
Table 14,"Land use, stock units, and supplementary feed",At 30 June 2022,Stock units,Maori farms total,Number,2948700,2022
Table 14,"Land use, stock units, and supplementary feed",At 30 June 2022,Stock units,All New Zealand farms total,Number,83557600,2022
Table 14,"Land use, stock units, and supplementary feed",At 30 June 2022,Stock units,Maori farms share of NZ total,Percent,3.5,2022
Table 14,"Land use, stock units, and supplementary feed",At 30 June 2022,Stock units,Average per Maori farm,Number,3780,2022
Table 14,"Land use, stock units, and supplementary feed",At 30 June 2022,Stock units,Average per NZ farm,Number,1769,2022
Table 15,Selected livestock numbers,At 30 June 2022,Total sheep,Maori farms total,Number,1070500,2022
Table 15,Selected livestock numbers,At 30 June 2022,Total sheep,All New Zealand farms total,Number,25333600,2022
Table 15,Selected livestock numbers,At 30 June 2022,Total sheep,Maori farms share of NZ total,Percent,4.2,2022
Table 15,Selected livestock numbers,At 30 June 2022,Total sheep,Average per Maori farm,Number,4352,2022
Table 15,Selected livestock numbers,At 30 June 2022,Total sheep,Average per NZ farm,Number,1612,2022
Table 15,Selected livestock numbers,At 30 June 2022,Total beef cattle,Maori farms total,Number,192100,2022
Table 15,Selected livestock numbers,At 30 June 2022,Total beef cattle,All New Zealand farms total,Number,3898200,2022
Table 15,Selected livestock numbers,At 30 June 2022,Total beef cattle,Maori farms share of NZ total,Percent,4.9,2022
Table 15,Selected livestock numbers,At 30 June 2022,Total beef cattle,Average per Maori farm,Number,523,2022
Table 15,Selected livestock numbers,At 30 June 2022,Total beef cattle,Average per NZ farm,Number,175,2022
Table 15,Selected livestock numbers,At 30 June 2022,Total dairy cattle,Maori farms total,Number,153400,2022
Table 15,Selected livestock numbers,At 30 June 2022,Total dairy cattle,All New Zealand farms total,Number,6136000,2022
Table 15,Selected livestock numbers,At 30 June 2022,Total dairy cattle,Maori farms share of NZ total,Percent,2.5,2022
Table 15,Selected livestock numbers,At 30 June 2022,Total dairy cattle,Average per Maori farm,Number,755,2022
Table 15,Selected livestock numbers,At 30 June 2022,Total dairy cattle,Average per NZ farm,Number,491,2022
Table 15,Selected livestock numbers,At 30 June 2022,Total deer,Maori farms total,Number,10600,2022
Table 15,Selected livestock numbers,At 30 June 2022,Total deer,All New Zealand farms total,Number,794100,2022
Table 15,Selected livestock numbers,At 30 June 2022,Total deer,Maori farms share of NZ total,Percent,1.3,2022
Table 15,Selected livestock numbers,At 30 June 2022,Total deer,Average per Maori farm,Number,880,2022
Table 15,Selected livestock numbers,At 30 June 2022,Total deer,Average per NZ farm,Number,662,2022
Table 15,Selected livestock numbers,At 30 June 2022,Breeding ewes and hoggets,Maori farms total,Number,814000,2022
Table 15,Selected livestock numbers,At 30 June 2022,Breeding ewes and hoggets,All New Zealand farms total,Number,17301900,2022
Table 15,Selected livestock numbers,At 30 June 2022,Breeding ewes and hoggets,Maori farms share of NZ total,Percent,4.7,2022
Table 15,Selected livestock numbers,At 30 June 2022,Breeding ewes and hoggets,Average per Maori farm,Number,3734,2022
Table 15,Selected livestock numbers,At 30 June 2022,Breeding ewes and hoggets,Average per NZ farm,Number,1291,2022
Table 15,Selected livestock numbers,At 30 June 2022,Beef breeding cows and heifers,Maori farms total,Number,72700,2022
Table 15,Selected livestock numbers,At 30 June 2022,Beef breeding cows and heifers,All New Zealand farms total,Number,1065200,2022
Table 15,Selected livestock numbers,At 30 June 2022,Beef breeding cows and heifers,Maori farms share of NZ total,Percent,6.8,2022
Table 15,Selected livestock numbers,At 30 June 2022,Beef breeding cows and heifers,Average per Maori farm,Number,343,2022
Table 15,Selected livestock numbers,At 30 June 2022,Beef breeding cows and heifers,Average per NZ farm,Number,117,2022
Table 15,Selected livestock numbers,At 30 June 2022,Milking cows and heifers,Maori farms total,Number,107400,2022
Table 15,Selected livestock numbers,At 30 June 2022,Milking cows and heifers,All New Zealand farms total,Number,4724200,2022
Table 15,Selected livestock numbers,At 30 June 2022,Milking cows and heifers,Maori farms share of NZ total,Percent,2.3,2022
Table 15,Selected livestock numbers,At 30 June 2022,Milking cows and heifers,Average per Maori farm,Number,607,2022
Table 15,Selected livestock numbers,At 30 June 2022,Milking cows and heifers,Average per NZ farm,Number,438,2022
Table 15,Selected livestock numbers,During year ended 30 June 2022,Total lambs tailed during the year,Maori farms total,Number,1007700,2022
Table 15,Selected livestock numbers,During year ended 30 June 2022,Total lambs tailed during the year,All New Zealand farms total,Number,21952400,2022
Table 15,Selected livestock numbers,During year ended 30 June 2022,Total lambs tailed during the year,Maori farms share of NZ total,Percent,4.6,2022
Table 15,Selected livestock numbers,During year ended 30 June 2022,Total lambs tailed during the year,Average per Maori farm,Number,4381,2022
Table 15,Selected livestock numbers,During year ended 30 June 2022,Total lambs tailed during the year,Average per NZ farm,Number,1514,2022
Table 16,Selected farm practices,During the year ended 30 June 2022,Tonnes of fertiliser applied,Maori farms total,Number,58100,2022
Table 16,Selected farm practices,During the year ended 30 June 2022,Tonnes of fertiliser applied,All New Zealand farms total,Number,2131400,2022
Table 16,Selected farm practices,During the year ended 30 June 2022,Tonnes of fertiliser applied,Maori farms share of NZ total,Percent,2.7,2022
Table 16,Selected farm practices,During the year ended 30 June 2022,Tonnes of fertiliser applied,Average per hectare of grassland on Maori farms,Number,0.2,2022
Table 16,Selected farm practices,During the year ended 30 June 2022,Tonnes of fertiliser applied,Average per hectare of grassland on NZ farms,Number,0.3,2022
Table 16,Selected farm practices,During the year ended 30 June 2022,Tonnes of lime and dolomite applied,Maori farms total,Number,13100,2022
Table 16,Selected farm practices,During the year ended 30 June 2022,Tonnes of lime and dolomite applied,All New Zealand farms total,Number,1287300,2022
Table 16,Selected farm practices,During the year ended 30 June 2022,Tonnes of lime and dolomite applied,Maori farms share of NZ total,Percent,1,2022
Table 16,Selected farm practices,During the year ended 30 June 2022,Tonnes of lime and dolomite applied,Average per hectare of grassland on Maori farms,Number,0.05,2022
Table 16,Selected farm practices,During the year ended 30 June 2022,Tonnes of lime and dolomite applied,Average per hectare of grassland on NZ farms,Number,0.18,2022
Table 16,Selected farm practices,During the year ended 30 June 2022,Hectares of pasture renewed,Maori farms total,Number,6900,2022
Table 16,Selected farm practices,During the year ended 30 June 2022,Hectares of pasture renewed,All New Zealand farms total,Number,354200,2022
Table 16,Selected farm practices,During the year ended 30 June 2022,Hectares of pasture renewed,Maori farms share of NZ total,Percent,1.9,2022
Table 16,Selected farm practices,During the year ended 30 June 2022,Hectares of pasture renewed,Average per hectare of grassland on Maori farms,Percent,2.4,2022
Table 16,Selected farm practices,During the year ended 30 June 2022,Hectares of pasture renewed,Average per hectare of grassland on NZ farms,Percent,5,2022
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Land use,Grassland,Hectares,308325,2017
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Land use,Grassland,Hectares,276942,2018
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Land use,Grassland,Hectares,293452,2019
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Land use,Grassland,Hectares,294904,2020
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Land use,Grassland,Hectares,297671,2021
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Land use,Grassland,Hectares,283956,2022
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Land use,Tussock and danthonia used for grazing (whether oversown or not),Hectares,42304,2017
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Land use,Tussock and danthonia used for grazing (whether oversown or not),Hectares,28306,2018
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Land use,Tussock and danthonia used for grazing (whether oversown or not),Hectares,54119,2019
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Land use,Tussock and danthonia used for grazing (whether oversown or not),Hectares,40559,2020
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Land use,Tussock and danthonia used for grazing (whether oversown or not),Hectares,44220,2021
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Land use,Tussock and danthonia used for grazing (whether oversown or not),Hectares,40682,2022
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Land use,Horticultural land and land prepared for horticulture (include covered areas and vegetable land),Hectares,3645,2017
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Land use,Horticultural land and land prepared for horticulture (include covered areas and vegetable land),Hectares,3733,2018
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Land use,Horticultural land and land prepared for horticulture (include covered areas and vegetable land),Hectares,3845,2019
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Land use,Horticultural land and land prepared for horticulture (include covered areas and vegetable land),Hectares,4017,2020
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Land use,Horticultural land and land prepared for horticulture (include covered areas and vegetable land),Hectares,3898,2021
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Land use,Horticultural land and land prepared for horticulture (include covered areas and vegetable land),Hectares,4220,2022
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Total beef cattle,Counts,177361,2017
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Total beef cattle,Counts,173289,2018
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Total beef cattle,Counts,190930,2019
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Total beef cattle,Counts,189860,2020
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Total beef cattle,Counts,189658,2021
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Total beef cattle,Counts,192068,2022
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Total sheep,Counts,1191189,2017
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Total sheep,Counts,1129085,2018
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Total sheep,Counts,1137567,2019
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Total sheep,Counts,1109229,2020
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Total sheep,Counts,1151142,2021
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Total sheep,Counts,1070539,2022
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Total dairy cattle,Counts,143384,2017
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Total dairy cattle,Counts,131856,2018
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Total dairy cattle,Counts,142176,2019
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Total dairy cattle,Counts,131942,2020
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Total dairy cattle,Counts,133738,2021
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Total dairy cattle,Counts,153364,2022
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Total deer,Counts,15408,2017
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Total deer,Counts,12583,2018
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Total deer,Counts,20485,2019
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Total deer,Counts,12916,2020
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Total deer,Counts,11710,2021
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Total deer,Counts,10561,2022
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Total pigs,Counts,43,2017
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Total pigs,Counts,131,2018
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Total pigs,Counts,79,2019
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Total pigs,Counts,28,2020
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Total pigs,Counts,87,2021
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Total pigs,Counts,4071,2022
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Chicken hens for egg production (layers),Counts,245,2017
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Chicken hens for egg production (layers),Counts,66432,2018
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Chicken hens for egg production (layers),Counts,351,2019
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Chicken hens for egg production (layers),Counts,221,2020
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Chicken hens for egg production (layers),Counts,2716,2021
Table 17,National statistics for Maori-owned farms,As at 30 June 2017-2022,Counts of livestock and chickens,Chicken hens for egg production (layers),Counts,154,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,01. Northland Region,Under 100 hectares,Count,42,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,01. Northland Region,100 to 399 hectares,Count,30,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,01. Northland Region,400 to 999 hectares,Count,9,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,01. Northland Region,"1,000 and over hectares",Count,6,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,01. Northland Region,Total all farms,Count,87,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,02. Auckland Region,Under 100 hectares,Count,27,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,02. Auckland Region,100 to 399 hectares,Count,3,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,02. Auckland Region,400 to 999 hectares,Count,0,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,02. Auckland Region,"1,000 and over hectares",Count,3,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,02. Auckland Region,Total all farms,Count,30,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,03. Waikato Region,Under 100 hectares,Count,45,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,03. Waikato Region,100 to 399 hectares,Count,48,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,03. Waikato Region,400 to 999 hectares,Count,21,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,03. Waikato Region,"1,000 and over hectares",Count,21,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,03. Waikato Region,Total all farms,Count,135,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,04.Bay of Plenty Region,Under 100 hectares,Count,120,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,04.Bay of Plenty Region,100 to 399 hectares,Count,42,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,04.Bay of Plenty Region,400 to 999 hectares,Count,9,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,04.Bay of Plenty Region,"1,000 and over hectares",Count,15,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,04.Bay of Plenty Region,Total all farms,Count,183,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,05. Gisborne Region,Under 100 hectares,Count,18,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,05. Gisborne Region,100 to 399 hectares,Count,9,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,05. Gisborne Region,400 to 999 hectares,Count,15,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,05. Gisborne Region,"1,000 and over hectares",Count,27,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,05. Gisborne Region,Total all farms,Count,69,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,06. Hawke's Bay Region,Under 100 hectares,Count,12,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,06. Hawke's Bay Region,100 to 399 hectares,Count,9,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,06. Hawke's Bay Region,400 to 999 hectares,Count,6,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,06. Hawke's Bay Region,"1,000 and over hectares",Count,21,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,06. Hawke's Bay Region,Total all farms,Count,48,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,07. Taranaki Region,Under 100 hectares,Count,18,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,07. Taranaki Region,100 to 399 hectares,Count,18,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,07. Taranaki Region,400 to 999 hectares,Count,3,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,07. Taranaki Region,"1,000 and over hectares",Count,0,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,07. Taranaki Region,Total all farms,Count,39,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,08. Manawatu-Whanganui Region,Under 100 hectares,Count,15,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,08. Manawatu-Whanganui Region,100 to 399 hectares,Count,18,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,08. Manawatu-Whanganui Region,400 to 999 hectares,Count,12,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,08. Manawatu-Whanganui Region,"1,000 and over hectares",Count,24,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,08. Manawatu-Whanganui Region,Total all farms,Count,66,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,09. Wellington Region,Under 100 hectares,Count,6,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,09. Wellington Region,100 to 399 hectares,Count,3,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,09. Wellington Region,400 to 999 hectares,Count,3,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,09. Wellington Region,"1,000 and over hectares",Count,0,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,09. Wellington Region,Total all farms,Count,9,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,12. West Coast Region,Under 100 hectares,Count,21,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,12. West Coast Region,100 to 399 hectares,Count,3,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,12. West Coast Region,400 to 999 hectares,Count,0,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,12. West Coast Region,"1,000 and over hectares",Count,3,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,12. West Coast Region,Total all farms,Count,27,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,13. Canterbury Region,Under 100 hectares,Count,18,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,13. Canterbury Region,100 to 399 hectares,Count,12,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,13. Canterbury Region,400 to 999 hectares,Count,0,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,13. Canterbury Region,"1,000 and over hectares",Count,3,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,13. Canterbury Region,Total all farms,Count,30,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,14. Otago Region,Under 100 hectares,Count,12,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,14. Otago Region,100 to 399 hectares,Count,6,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,14. Otago Region,400 to 999 hectares,Count,3,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,14. Otago Region,"1,000 and over hectares",Count,3,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,14. Otago Region,Total all farms,Count,18,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,15.Southland Region,Under 100 hectares,Count,6,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,15.Southland Region,100 to 399 hectares,Count,9,2022
Table 18,Maori farms by total land size and regional council,At 30 June 2022,15.Southland Region,400 to 999 hectares,Count,3,2022
